,lat,long,total_bikes,restaurant_name,distance,rating,location
256,43.653809,-79.3595,12.0,The Keg Steakhouse + Bar,1321,8.8,165 York St
257,43.673768,-79.391253,12.0,The Library Specialty Coffee,1552,8.9,281 Dundas St W
258,43.654074,-79.398115,17.0,Chotto Matte,1411,8.8,161 Bay St
259,43.656638,-79.358749,19.0,The Keg Steakhouse + Bar,1301,8.7,26 the Esplanade
260,43.716652,-79.399993,11.0,Te Aro,5389,8.9,983 Queen St E
261,43.684261,-79.299332,23.0,Boxcar Social,6013,8.9,4 Boulton Ave
262,43.678685,-79.297974,12.0,Ital Vital Rastarant West Indian Vegan,2607,8.0,741 Pharmacy Ave
263,43.65143,-79.47779,15.0,House on Parliament,7181,8.9,454 Parliament St
264,43.64976,-79.48477,15.0,Neo Coffee Bar,8049,9.0,161 Frederick St
265,43.664182,-79.449066,20.0,Chipotle Mexican Grill,6360,8.5,1072 Don Mills Rd
266,43.64407,-79.3929,23.0,The Keg Steakhouse & Bar,7791,8.9,515 Jarvis St
267,43.61868,-79.48674,15.0,Arz Bakery and Fine Foods,5626,8.3,1909 Lawrence Ave E
268,43.6442,-79.38702,18.0,JOEY Don Mills,6307,8.4,75 O'Neill Rd
